"Species"	"Country"	"Code"	"D12"	"R"	"S"
"Neea floribunda Poepp."	"Guyane francaise"	"0006G"	0.70	0.55	29
"Neoguillauminia cleopatra Croizat"	"Nouvelle Calédonie"	"0590"	0.77	0.40	25
"Neolemonniera clitandrifolia Heine"	"Côte d'Ivoire"	"0420"	0.98	0.53	31
"Nesogordonia fouassieri R.Cap."	"Gabon"	"0038"	0.82	0.38	31
"Nesogordonia papaverifera R.Cap."	"Côte d'Ivoire"	"0252"	0.82	0.46	30
"Nesogordonia papaverifera R.Cap."	"Côte d'Ivoire"	"0261"	0.73	0.37	32
"Nesogordonia papaverifera R.Cap."	"Côte d'Ivoire"	"0287"	0.66	0.43	33
"Nesogordonia papaverifera R.Cap."	"Côte d'Ivoire"	"0380"	0.76	0.53	27
"Nesogordonia papaverifera R.Cap."	"Cameroun"	"0407"	0.79	0.46	25
"Nesogordonia papaverifera R.Cap."	"Cameroun"	"0474"	0.74	0.35	33
"Nesogordonia papaverifera R.Cap."	"Côte d'Ivoire"	"0784"	0.76	0.36	34
"Nesogordonia papaverifera R.Cap."	"Côte d'Ivoire"	"0866"	0.80	0.33	35
"Nesogordonia papaverifera R.Cap."	"Côte d'Ivoire"	"2219"	0.84	0.50	27
"Nesogordonia papaverifera R.Cap."	"Côte d'Ivoire"	"2231"	0.70	0.47	26
"Nesogordonia papaverifera R.Cap."	"Côte d'Ivoire"	"2234"	0.67	0.45	27
"Nesogordonia papaverifera R.Cap."	"Côte d'Ivoire"	"2237"	0.79	0.48	26
"Newtonia buchananii Gilbert et Boutique"	"Burundi"	"2952"	0.52	0.34	27
"Newtonia buchananii Gilbert et Boutique"	"Burundi"	"2958"	0.51	0.37	27
"Newtonia buchananii Gilbert et Boutique"	"Burundi"	"2970"	0.44	0.35	27
"Newtonia glandulifera Gilbert et Boutique"	"Rép. Congo"	"0405"	0.76	0.35	36
"Newtonia leucocarpa Gilbert et Boutique"	"Gabon"	"0036"	0.63	0.34	35
"Newtonia leucocarpa Gilbert et Boutique"	"Rép. Congo"	"0401"	0.72	0.50	28
"Newtonia leucocarpa Gilbert et Boutique"	"Gabon"	"0731"	0.77	0.45	24
"Newtonia leucocarpa Gilbert et Boutique"	"Gabon"	"1150"	0.82	0.35	40
"Newtonia leucocarpa Gilbert et Boutique"	"Gabon"	"1175"	0.68	0.33	31
"Newtonia leucocarpa Gilbert et Boutique"	"Gabon"	"1178"	0.66	0.18	
"Newtonia leucocarpa Gilbert et Boutique"	"Gabon"	"1181"	0.71	0.42	34
"Newtonia sp"	"Gabon"	"1192"	0.57	0.36	25
"Nothofagus aequilateralis Steen."	"Nouvelle Calédonie"	"2838"	1.10	0.63	21
"Nothofagus aequilateralis Steen."	"Nouvelle Calédonie"	"2840"	1.10	0.61	18
"Ochna calodendron Gilg et Mildbraed"	"Cameroun"	"0516"	0.96	0.53	29
"Ochroma pyramidale Urb."	"Equateur"	"0777"	0.13	0.24	
"Ochroma pyramidale Urb."	"Equateur"	"0778"	0.15	0.12	
"Ochroma pyramidale Urb."	"Equateur"	"0779"	0.15	0.15	
"Ochroma pyramidale Urb."	"Vietnam"	"1102"	0.18	0.17	29
"Ochroma pyramidale Urb."	"Nouvelle Calédonie"	"1915"	0.25	0.33	29
"Ochroma pyramidale Urb."	"RCA"	"1942"	0.21	0.24	31
"Ochroma pyramidale Urb."	"Brésil"	"0035V"	0.40	0.39	28
"Ochroma pyramidale Urb."	"RCA"	"1942A"	0.35	0.28	33
"Ochrosia borbonica Gmel."	"Nouvelle Calédonie"	"1841"	0.86	0.55	28
"Ochrothallus gordoniaefolius Aubrev."	"Nouvelle Calédonie"	"2842"	0.86	0.50	28
"Ochrothallus multipetalus Aubrev."	"Nouvelle Calédonie"	"0803"	0.95	0.55	29
"Ochrothallus sarlini Aubrev."	"Nouvelle Calédonie"	"2815"	0.92	0.56	29
"Ochrothallus sarlini Aubrev."	"Nouvelle Calédonie"	"2815A"	0.91		
"Ocotea amazonica Mez"	"Brésil"	"0219V"	0.67	0.41	25
"Ocotea benthamiana Mez"	"Guyane francaise"	"2347"	0.63	0.43	27
"Ocotea benthamiana Mez"	"Guyane francaise"	"2558"	0.58	0.41	26
"Ocotea benthamiana Mez"	"Guyane francaise"	"0107G"	0.58	0.38	32
"Ocotea comoriensis Kosterm."	"Comores"	"0328"	0.63	0.43	28
"Ocotea comoriensis Kosterm."	"Comores"	"0330"	0.61	0.41	30
"Ocotea cymbarum Kunth"	"Brésil"	"3004"	0.55	0.46	27
"Ocotea cymbarum Kunth"	"Brésil"	"3014"	0.58	0.45	24
"Ocotea cymbarum Kunth"	"Brésil"	"0053V"	0.57	0.35	32
"Ocotea cymbarum Kunth"	"Brésil"	"0075V"	0.53	0.31	27
"Ocotea cymbarum Kunth"	"Brésil"	"0107V"	0.60	0.43	27
"Ocotea cymbarum Kunth"	"Brésil"	"0118V"	0.58	0.34	35
"Ocotea cymbarum Kunth"	"Brésil"	"0157V"	0.65	0.41	22
"Ocotea cymbarum Kunth"	"Brésil"	"0168V"	0.63	0.43	23
